participant_id	ethRT_q1	ethRT_q2	ethRT_q3	ethRT_q4	ethRT_q5	ethRT_q6	finRT_q1	finRT_q2	finRT_q3	finRT_q4	finRT_q5	finRT_q6	heaRT_q1	heaRT_q2	heaRT_q3	heaRT_q4	heaRT_q5	heaRT_q6	recRT_q1	recRT_q2	recRT_q3	recRT_q4	recRT_q5	recRT_q6	socRT_q1	socRT_q2	socRT_q3	socRT_q4	socRT_q5	socRT_q6
sub-043	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	3.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	2.000000	3.000000	6.000000	3.000000	5.000000	1.000000	1.000000	3.000000	7.000000	6.000000	7.000000	6.000000	7.000000	6.000000
sub-044	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	6.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	5.000000	5.000000	4.000000	7.000000	1.000000	7.000000	6.000000	2.000000	7.000000
sub-045	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	1.000000	1.000000	4.000000	7.000000	6.000000	7.000000	5.000000	1.000000	6.000000	5.000000	4.000000	1.000000
sub-046	2.000000	1.000000	2.000000	3.000000	1.000000	4.000000	1.000000	4.000000	1.000000	1.000000	1.000000	5.000000	1.000000	2.000000	7.000000	5.000000	1.000000	2.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	5.000000	2.000000	7.000000	6.000000
sub-047	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	7.000000	1.000000	1.000000	6.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	1.000000	7.000000
sub-048	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	1.000000	4.000000	3.000000	7.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	7.000000	5.000000	6.000000	5.000000
sub-049	5.000000	1.000000	1.000000	3.000000	5.000000	1.000000	5.000000	6.000000	3.000000	4.000000	5.000000	6.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	1.000000	5.000000	1.000000	3.000000	1.000000	1.000000	5.000000	4.000000	6.000000	4.000000	1.000000	4.000000
sub-050	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
sub-051	4.000000	1.000000	3.000000	5.000000	5.000000	5.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	5.000000	5.000000	5.000000	3.000000	5.000000	2.000000	5.000000	4.000000	4.000000	4.000000	4.000000	3.000000	5.000000	5.000000	5.000000	4.000000	4.000000	4.000000
sub-052	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	7.000000	2.000000	5.000000	2.000000
sub-053	5.000000	1.000000	1.000000	2.000000	1.000000	4.000000	5.000000	5.000000	5.000000	6.000000	5.000000	6.000000	3.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	5.000000	1.000000	1.000000	1.000000	1.000000	5.000000	2.000000	5.000000	6.000000	1.000000	2.000000
sub-054	3.000000	3.000000	2.000000	4.000000	3.000000	6.000000	4.000000	5.000000	5.000000	5.000000	5.000000	6.000000	4.000000	4.000000	5.000000	5.000000	6.000000	6.000000	5.000000	5.000000	4.000000	5.000000	6.000000	4.000000	4.000000	5.000000	6.000000	4.000000	5.000000	6.000000
sub-055	2.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	5.000000	1.000000	4.000000	3.000000	6.000000	7.000000	7.000000	3.000000	3.000000	5.000000	4.000000	5.000000	3.000000	5.000000	5.000000	5.000000	5.000000	6.000000	6.000000	6.000000	5.000000	6.000000	6.000000
sub-056	2.000000	2.000000	2.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	1.000000	2.000000	1.000000	2.000000	2.000000	1.000000	2.000000	2.000000	1.000000	2.000000	2.000000	1.000000	2.000000	2.000000	1.000000	1.000000
sub-057	1.000000	1.000000	1.000000	5.000000	4.000000	4.000000	1.000000	6.000000	1.000000	5.000000	1.000000	3.000000	5.000000	2.000000	5.000000	1.000000	5.000000	5.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	6.000000	6.000000	3.000000	7.000000	2.000000
sub-058	1.000000	3.000000	4.000000	5.000000	5.000000	5.000000	5.000000	4.000000	4.000000	5.000000	6.000000	5.000000	4.000000	6.000000	6.000000	6.000000	6.000000	4.000000	4.000000	3.000000	3.000000	4.000000	4.000000	4.000000	4.000000	5.000000	6.000000	6.000000	6.000000	5.000000
sub-059	1.000000	1.000000	2.000000	5.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	5.000000	1.000000	4.000000	4.000000	2.000000	1.000000	1.000000	3.000000	2.000000	1.000000	5.000000	5.000000	7.000000	5.000000	5.000000	6.000000	7.000000	2.000000	5.000000
sub-060	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	6.000000	6.000000	7.000000	7.000000	7.000000
sub-061	5.000000	4.000000	1.000000	2.000000	4.000000	2.000000	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	3.000000	5.000000	4.000000	3.000000	5.000000
sub-062	3.000000	3.000000	3.000000	3.000000	5.000000	3.000000	1.000000	4.000000	1.000000	4.000000	1.000000	4.000000	5.000000	5.000000	5.000000	5.000000	6.000000	4.000000	7.000000	1.000000	3.000000	3.000000	4.000000	5.000000	5.000000	5.000000	5.000000	5.000000	3.000000	5.000000
sub-063	2.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	2.000000	1.000000	3.000000	5.000000	5.000000	2.000000	3.000000	2.000000	2.000000	1.000000	2.000000	3.000000	5.000000	5.000000	2.000000	5.000000
sub-064	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	5.000000	7.000000	7.000000	6.000000	7.000000	1.000000	2.000000	2.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	2.000000	6.000000
sub-065	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	2.000000	1.000000	5.000000	1.000000	1.000000
sub-066	2.000000	3.000000	1.000000	2.000000	4.000000	3.000000	1.000000	6.000000	1.000000	3.000000	1.000000	3.000000	5.000000	6.000000	5.000000	2.000000	6.000000	6.000000	6.000000	5.000000	5.000000	5.000000	3.000000	6.000000	6.000000	5.000000	7.000000	2.000000	6.000000	7.000000
sub-067	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	6.000000	6.000000	6.000000	6.000000	6.000000	2.000000	4.000000	5.000000	3.000000	6.000000	5.000000	7.000000	5.000000	6.000000	7.000000	7.000000	5.000000	7.000000	6.000000	7.000000	7.000000	6.000000	6.000000
sub-068	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	2.000000	1.000000	6.000000	1.000000	1.000000	3.000000	3.000000	1.000000	3.000000	7.000000	5.000000	6.000000	3.000000	5.000000	2.000000	7.000000	7.000000	7.000000	7.000000	1.000000	3.000000
sub-069	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	4.000000	1.000000	5.000000	6.000000	7.000000	1.000000	2.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	4.000000	5.000000	5.000000
sub-070	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
sub-071	2.000000	1.000000	2.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	4.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	5.000000	5.000000	4.000000	3.000000	1.000000	5.000000
sub-072	7.000000	1.000000	1.000000	1.000000	1.000000	2.000000	3.000000	7.000000	5.000000	6.000000	7.000000	7.000000	5.000000	2.000000	1.000000	1.000000	2.000000	2.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	5.000000	7.000000	5.000000	1.000000	7.000000
sub-073	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000	4.000000
sub-074	3.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	5.000000	1.000000	5.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	1.000000	2.000000	6.000000	4.000000	5.000000	5.000000	6.000000	6.000000	6.000000	4.000000	6.000000
sub-075	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6.000000	1.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	5.000000	6.000000	4.000000	6.000000	5.000000
sub-076	1.000000	1.000000	4.000000	1.000000	1.000000	5.000000	4.000000	4.000000	6.000000	6.000000	2.000000	5.000000	2.000000	6.000000	6.000000	4.000000	7.000000	6.000000	6.000000	5.000000	2.000000	3.000000	4.000000	6.000000	6.000000	3.000000	6.000000	5.000000	6.000000	5.000000
sub-077	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	4.000000	7.000000	4.000000	7.000000	7.000000	1.000000	5.000000
sub-078	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	3.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	1.000000	2.000000	7.000000	1.000000	1.000000	2.000000	2.000000	1.000000	7.000000	7.000000	7.000000	6.000000	2.000000	6.000000
sub-079	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	4.000000	1.000000	5.000000	1.000000	5.000000	3.000000	1.000000	7.000000	1.000000	7.000000	7.000000	7.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000	7.000000
sub-080	1.000000	1.000000	1.000000	1.000000	1.000000	4.000000	1.000000	6.000000	1.000000	4.000000	1.000000	4.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	4.000000	7.000000	7.000000	7.000000	7.000000	2.000000	2.000000
sub-081	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	5.000000	1.000000	5.000000	1.000000	5.000000	2.000000	1.000000	1.000000	1.000000	5.000000	2.000000	6.000000	2.000000	2.000000	5.000000	1.000000	1.000000	7.000000	6.000000	6.000000	6.000000	6.000000	6.000000
sub-082	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	3.000000	4.000000	2.000000	4.000000	1.000000
sub-083	4.000000	5.000000	3.000000	2.000000	5.000000	5.000000	1.000000	7.000000	1.000000	7.000000	1.000000	3.000000	6.000000	6.000000	5.000000	1.000000	2.000000	5.000000	4.000000	5.000000	3.000000	5.000000	2.000000	1.000000	4.000000	6.000000	3.000000	5.000000	4.000000	4.000000
sub-084	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	2.000000	3.000000	1.000000	4.000000	4.000000	1.000000	1.000000	5.000000	6.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	5.000000	5.000000	4.000000	4.000000	1.000000	6.000000
sub-085	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	4.000000	1.000000	1.000000	1.000000	5.000000	7.000000	5.000000	5.000000	5.000000	5.000000
sub-086	4.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	7.000000	1.000000	1.000000	1.000000	1.000000	1.000000	7.000000	7.000000	7.000000	7.000000	5.000000	7.000000
sub-087	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	7.000000	5.000000	5.000000	1.000000	1.000000	6.000000	2.000000	2.000000	4.000000	5.000000	4.000000	7.000000	5.000000	7.000000	5.000000	7.000000	7.000000
